assistancetype	region	gender resp	Head_Household	age	HH women	HH girls	HH men	HH boys	HH children	HH total	marital	residency	period	region_origin	disp_times	hosting	hosting_persons	housing	rental_fees	transport	educ	income	incomecontributers	income_source	disabled	disabled_HH	medical_access	referred_by_SI	sickperson	Malnurished_children	CFVA	MPCA	Livestock restoration	Greenhouses	irrigation	training	meals_adults	meals_children	cereals_HDDS	orangeveg_HDDS	rootstuber_HDDS	greenveg_HDDS	otherveg_HDDS	fruits1_HDDS	fruits2_HDDS	meet_HDDS	eggs_HDDS	fishandseafood_HDDS	legume_HDDS	milky_HDDS	fat_HDDS	sweets_HDDS	other_HDDS	MAHFP january	MAHFP february	MAHFP march	MAHFP april	MAHFP may	MAHFP june	MAHFP july	MAHFP august	MAHFP september	MAHFP october	MAHFP november	MAHFP december	freq worryfood	land	training good modern agricultural practices	training Irrigation	training Use of agricultural inputs	training Fertilizer application	training Soil conservation	training Greenhouses	training Flood/drought damage and preparedness	training Basic Accounting	receive_equip	receive_irrig	irrigated_land	receive_seeds	harvest_lastyear	fertilizer Natural fertilizer	fertilizer Pesticide	production	crops Millet	crops Corn (maize)	crops Wheat	crops Barley	crops Sorghum	crops Myriad vegetables	crops Other:	water_source Spring	water_source Network	water_source Borehole	water_source Stored water from reservoir or pond	water_source Wastewater of kitchen	water_source No water source	water_source Other	Goat	Sheep	Camel	Cow	goat_lost	sheep_lost	camel_lost	cow_lost	feeding Sending to public pasture land	feeding Sending to own pasture land	feeding Collecting fodder from own land	feeding Collecting fodder from natural pasture land	feeding Purchasing	feeding Other	fodder Alfalfa	fodder Clover	fodder Hay	fodder Leaves	fodder Straw	fodder Maize	fodder Concentrate	fodder Grasses	fodder Other	sickness Vaccine animals	sickness Referring to animal health center	sickness No action	sickness Other	livelihood_source	livelihood_income	husband_train	sell_prod_marlet	distance_market	product_transport	market_chall Poor roads	market_chall Insecurity	market_chall Transportation costs	market_chall Distance to the markets	market_chall Not enough goods	MPCA_per_month	MPCA_month	CFF_per_month	CFF_month	MPCA_use food	MPCA_use debt	MPCA_use clothe	MPCA_use med	MPCA_use water	MPCA_use fuel	MPCA_use cookgaz	MPCA_use school	MPCA_use business	MPCA_use buylivestock	MPCA_use agrinputs	MPCA_use savings	MPCA_use transport	MPCA_use rent	MPCA_use giftloan	has_savings	debts_purpose Food	debts_purpose Health	debts_purpose Shelter	debts_purpose Funeral	debts_purpose Wedding	debts_purpose Other	debt_level	creditors Family	creditors Friend	creditors Landlord	creditors Bank	creditors Shopkeeper	creditors Other	women_received_cash	included_selection	emp	business Agricultural/farming	business Livestock keeping	business Small shop/kiosk	business Tea shop/cafeteria/hotel	business Miraa seller	business Other	learned_new_skills	plan_look_job	plan_open_bussiness	sessions IYCF	sessions cooking	session water	session other	part_mother_group	child_below2	distance_nut	time_facility	watersource	distance_water	time_water	wells_available	pay_water	treatment Chlorination	treatment Boiling water	treatment Aqua tabs	treatment None	cleaning_freq	cleaning_how	water_transmit_disease	family_skin_pb	diarrhea_cause dirtyhand	diarrhea_cause contamwat	diarrhea_cause noCl	diarrhea_cause toomuchCl	diarrhea_cause contmfood	diarrhea_cause temperature	diarrhea_cause opendefecc	diarrhea_cause unknown	diarrhea_cause other	diarrhea_prevention safewater	diarrhea_prevention washinghands	diarrhea_prevention washinghandsSoap	diarrhea_prevention coveringfood	diarrhea_prevention cleantLat	diarrhea_prevention vaccin	diarrhea_prevention goodHygiene	diarrhea_prevention unknown	diarrhea_prevention other	diarrhea_remedies drugs	diarrhea_remedies HC	diarrhea_remedies ORS	diarrhea_remedies drinkwater	diarrhea_remedies tradmed	diarrhea_remedies nothing	diarrhea_remedies other	toilet	handwash_area	soap_avail	women_men_separated	receive_soap_SI	received_sensitization	attended_mygiene_prom	receive_cholerakits	handwash_times mealPrep	handwash_times servFood	handwash_times eating	handwash_times feedBaby	handwash_times cleanbaby	handwash_times afterToil	handwash_times Garbage	handwash_times Play	handwash_reason	handwash_item	use_latrine	receive_NFI	nonpurchase_reason Because I don’t have enough money (expensive)	nonpurchase_reason I don’t need it	nonpurchase_reason The market is too far	nonpurchase_reason I don’t feel secure enough to go to the market because of the security situation	nonpurchase_reason I cannot move due to my physical condition (persons with disabilities or elder people)	nonpurchase_reason Other	livingcond_adeq	main_need	second_need	third_need	streetlights	member_camp_committee	able_give_feedback_auth	receive_information_disaster	village	tribe	district	benficiarytype	gender HHH	cattle	cattle_lost	MPCA_total	CFF_total	HDDS	FCS	MAHFP	CSI	HHS	educ HHH	income_per_member
EFA	Taiz	Male	Yes	30	1	0	1	0	2	4	Married	IDP	Over 2 years	Taiz	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Animal means of transport	Secondary	150	0	Land cultivation	No	No	Yes	No	No	No	No	Yes	No	No	No	No	2	2	Yes	No	Yes	No	No	No	Yes	No	No	No	No	Yes	No	No	Yes	0	1	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Farming	100	No	Yes	1.0	Donkey cart	0	0	0	1	0	60	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	250	0	0	0	0	1	0	Yes	No	Self-employed	1	0	0	0	0	0	No	No	No	No	No	No	No	No	Yes	4.0	240	Piped water into dwelling	0.5	10	0	0.0001	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	Family latrine	No	0	No	No	Yes	Yes	Yes	0	0	1	0	0	0	0	0	To be clean	With water and soap	No	Yes	1	0	0	0	0	0	Yes	Livelihood activities	Water points	Roads	No	No	Yes	No	Alasdouh	Aldajiji	Al-Ma’afer	Emergency cash assistance beneficiary	Male	3	0	60	0	5	Borderline	11	8	3	2.0	30.0
FSL	Taiz	Female	Yes	31	2	2	2	2	4	12	Married	IDP	Over 2 years	Taiz	Only one movement from the place of origin and now	No	0	I am living in a concrete house/finished building	No	No means of transport	Secondary	60	0	Aid	No	No	No	No	Yes	No	No	No	No	No	No	No	3	3	Yes	No	No	No	Yes	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	1	1	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	50	No	No	5.0	Car	0	0	1	1	1	147	3	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	No	1	1	0	0	0	0	400	0	1	0	0	1	0	Yes	No	Self-employed	0	0	0	0	0	1	No	No	No	No	No	No	No	No	Yes	8.0	90	Protected spring	6.0	67	4	0.001	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	Family latrine	Yes	Yes	No	Yes	Yes	No	No	0	0	1	0	0	1	1	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Livelihood activities	Water points	Health facilities	No	No	No	No	الشمايتين	الشمايتين	Al-Shamayateen	FSL Beneficiary	Female	0	0	441	0	8	Acceptable	10	35	3	2.0	4.615384615384615
MPCA	Marib	Male	Yes	21	1	2	1	2	0	6	Single	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	No	0	I am living in a concrete house/finished building	Yes	Vehicles	University or higher education	30	0	Casual employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	0	Yes	No	Yes	No	No	No	No	Yes	Yes	No	Yes	No	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	30	No	No	2.0	Car	0	0	1	0	0	140	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	No	1	0	0	0	0	0	300	0	1	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	No	2.0	30	Other	1.5	20	3	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	No	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	No	Yes	No	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	No	Water points	Livelihood activities	Latrines	Yes	No	No	No	القردعي	السالم	Alwadi	Emergency cash assistance beneficiary	Male	0	0	420	0	8	Acceptable	12	10	1	4.0	4.285714285714286
MPCA	Marib	Male	Yes	33	1	0	1	0	2	4	Married	IDP	Over 2 years	Taiz	Only one movement from the place of origin and now	No	0	I am living in a concrete house/finished building	No	Vehicles	Secondary	30	0	Casual employment	No	Yes	Yes	No	No	No	No	No	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	30	No	No	0.5	Other	0	0	1	0	0	141	3	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	No	1	0	0	0	0	1	1500	0	1	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	Yes	Yes	No	No	No	No	No	Yes	4.0	280	Piped water into dwelling	0.5	20	1	1.0	0	0	0	1	Monthly	With soap/detergent	Yes	No	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	Family latrine	Yes	Yes	No	No	No	No	No	0	0	1	0	0	0	1	0	To reduces spread/ transmission of disease	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Livelihood activities	Health facilities	Schools	No	No	No	No	النقيعا	المعيلي	Alwadi	Emergency cash assistance beneficiary	Male	0	0	423	0	5	Acceptable	12	14	0	2.0	6.0
EFA	Taiz	Female	Yes	23	1	0	1	0	0	2	Married	IDP	Over 2 years	Aden	Only one movement from the place of origin and now	No	0	I am hosted freely in a family	No	Vehicles	Secondary	50	1	Casual employment	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	3	0	Yes	Yes	No	No	Yes	No	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	0	1	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	35.0	Car	0	0	1	0	0	110	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	1	280	0	1	0	0	0	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	Yes	Yes	No	No	No	No	No	No	30.0	45	Bottled water	50.0	360	3	0.0001	0	0	0	1	Daily	With soap/detergent	Yes	No	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	Family latrine	No	0	No	No	Yes	Yes	Yes	0	1	0	0	0	0	0	0	To be clean	With water and soap	No	No	0	0	0	0	0	0	No	Water points	Livelihood activities	Solar streetlight	No	No	No	No	Almabdal	Alahyouq	Al Wazi'iyah	Emergency cash assistance beneficiary	Female	0	0	770	0	8	Acceptable	11	19	3	2.0	16.666666666666668
EFA	Taiz	Female	Yes	40	1	0	1	0	0	2	Married	IDP	1-2 years	Taiz	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	Vehicles	Primary	0	1	Aid	No	No	No	No	No	Yes	No	Yes	No	No	No	No	3	0	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	No	Yes	0	1	0	0	0	0	0	0	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	50	No	No	70.0	Car	0	0	1	0	0	45	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	125	0	1	0	0	1	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	Yes	Yes	Yes	No	Yes	No	45.0	120	Public tap/standpipe	2.0	30	1	0.0001	0	0	0	1	Monthly	With soap/detergent	Yes	No	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Family latrine	No	0	Yes	No	No	No	No	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	Water alone	No	Yes	1	0	0	0	0	0	No	Solar streetlight	Health facilities	Livelihood activities	No	No	Yes	No	Almashawilah	Almshawelah	Al-Ma’afer	Emergency cash assistance beneficiary	Female	0	0	90	0	7	Borderline	11	18	3	1.0	0.0
EFA	Taiz	Male	Yes	35	1	3	1	2	1	8	Married	IDP	4-6 months	Taiz	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Vehicles	Primary	75	0	Casual employment	No	No	No	Yes	No	Yes	No	Yes	No	No	No	No	3	3	Yes	Yes	No	No	No	No	Yes	No	No	No	Yes	No	Yes	No	Yes	0	1	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	75	No	Yes	6.0	Donkey cart	1	0	0	0	0	110	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	450	0	1	0	0	0	0	Yes	No	Self-employed	0	0	0	0	0	1	No	No	No	No	No	No	No	No	No	10.0	120	Unprotected spring	2.0	20	2	0.0001	0	0	0	1	Daily	With soap/detergent	Yes	No	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Bush	0	0	No	No	No	No	No	0	0	1	0	0	0	0	0	To be clean	With water and soap	No	No	0	0	0	0	0	0	No	Water points	Livelihood activities	Latrines	No	No	No	No	Alahyouf		Al Wazi'iyah	Emergency cash assistance beneficiary	Male	0	0	220	0	6	Borderline	11	21	3	1.0	8.333333333333334
COVID-19 kit	Taiz	Male	Yes	30	1	0	1	0	2	4	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	50	0	Formal employment	No	No	No	No	Yes	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.1	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	10.0	90	Unprotected dug well	2.0	10	2	1e-10	0	0	0	1	Monthly	Other	No	Yes	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	Bush	0	0	No	Yes	Yes	No	No	1	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	Water alone	No	Yes	1	0	1	0	0	0	No	Livelihood activities	Health facilities	Water points	No	No	No	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	10.0
COVID-19 kit	Taiz	Male	Yes	52	1	0	1	0	1	3	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	50	0	Casual employment	No	No	No	No	Yes	Yes	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.1	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	Yes	Yes	No	No	No	Yes	8.0	90	Unprotected dug well	1.0	15	2	0.0001	0	0	0	1	Daily	Other	Yes	Yes	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	Bush	0	0	No	Yes	No	Yes	No	0	1	0	0	0	0	1	0	To be healthy	Water alone	No	Yes	1	0	0	0	0	0	No	Latrines	Livelihood activities	Water points	No	No	No	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	12.5
COVID-19 kit	Taiz	Male	Yes	25	1	0	1	1	3	6	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	20	0	Casual employment	No	No	No	No	Yes	Yes	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.1	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	Yes	Yes	Yes	No	No	Yes	10.0	90	Unprotected dug well	2.0	10	2	1e-05	0	0	0	1	Monthly	Other	Yes	Yes	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	Bush	0	0	No	Yes	Yes	Yes	No	0	1	0	0	1	0	0	0	To be clean	With water and soap	No	Yes	1	0	1	1	0	0	No	Livelihood activities	Water points	Health facilities	No	No	No	No	الكربه	المشمري	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	2.857142857142857
COVID-19 kit	Taiz	Female	No	35	1	1	1	1	2	6	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	No education	17	0	Land cultivation	No	Yes	No	No	Yes	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.001	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	Yes	Yes	Yes	No	No	No	10.0	90	Unprotected dug well	1.0	10	2	0.0001	0	0	0	1	Weekly	Other	No	Yes	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	Bush	0	0	No	Yes	No	No	No	1	0	0	0	0	0	0	0	To be healthy	Water alone	No	Yes	1	0	1	0	0	0	No	Latrines	Livelihood activities	Health facilities	No	No	No	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	2.4285714285714284
COVID-19 kit	Taiz	Male	Yes	60	2	0	2	0	0	4	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	0	0	Land cultivation	No	Yes	No	No	Yes	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	1e-05	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	11.0	120	Unprotected dug well	1.0	15	2	1e-05	0	0	0	1	Monthly	Other	Yes	Yes	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	Bush	0	0	No	Yes	No	No	No	0	0	1	0	0	1	0	0	To reduce foul odor	Water alone	No	Yes	1	0	0	0	0	0	No	Latrines	Health facilities	Livelihood activities	No	No	No	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	0.0
COVID-19 kit	Taiz	Female	Yes	40	1	1	0	3	0	5	Widower	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	10	0	Land cultivation	No	No	No	No	No	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.1	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	Yes	Yes	Yes	No	No	No	10.0	95	Unprotected dug well	2.0	15	2	0.001	0	0	0	1	Monthly	Other	Yes	Yes	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	Bush	0	0	No	Yes	No	Yes	No	0	0	1	0	0	0	0	0	To be healthy	Water alone	No	Yes	1	0	1	0	0	0	No	Livelihood activities	Water points	Health facilities	No	No	No	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Female	0	0	0	0	0	Poor	12	0	0	1.0	1.6666666666666667
COVID-19 kit	Taiz	Male	Yes	65	1	0	1	2	0	4	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	No education	25	0	Casual employment	No	No	No	No	No	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.1	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	10.0	110	Unprotected dug well	1.0	15	2	0.1	0	0	0	1	Never	0	No	No	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	Bush	0	0	No	Yes	No	No	No	1	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	Water alone	No	Yes	1	0	1	1	0	0	No	Latrines	Health facilities	Livelihood activities	No	No	No	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	0.0	5.0
COVID-19 kit	Taiz	Male	Yes	34	1	1	1	1	2	6	Married	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	No means of transport	Primary	30	0	Land cultivation	No	No	No	No	Yes	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	1.0	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	Yes	Yes	No	No	No	No	9.0	100	Unprotected dug well	1.0	10	1	0.1	0	0	0	1	Monthly	With soap/detergent	Yes	No	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	Yes	No	Yes	No	1	0	0	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	1	0	0	0	0	No	Livelihood activities	Roads	Health facilities	No	No	Yes	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	4.285714285714286
COVID-19 kit	Taiz	Male	Yes	30	1	2	1	0	1	5	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	No means of transport	Primary	20	0	Casual employment	No	No	No	No	No	No	No	No	No	No	No	No	0	0	No	No	No	No	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	0.1	Other	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	Unemployed	0	0	0	0	0	0	No	No	No	No	Yes	No	No	No	No	10.0	120	Unprotected dug well	1.0	12	2	0.1	0	0	0	1	Monthly	Other	Yes	Yes	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	Bush	0	0	No	Yes	Yes	Yes	No	0	0	1	0	0	1	0	0	To reduce foul odor	Water alone	No	Yes	1	0	0	0	0	0	No	Water points	Health facilities	Livelihood activities	No	No	Yes	No	Al Kurba	Al Ahyuq	Al Wazi'iyah	WASH Beneficiary	Male	0	0	0	0	0	Poor	12	0	0	1.0	3.3333333333333335
